work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits 
21654049,Awakening,Explicit,"F/M, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Bella Swan/Multiple, Bella Swan/Original Male Character(s), Mike Newton/Bella Swan, Tyler Crowley/Bella Swan, Bella Swan/Eric Yorkie, Jacob Black/Bella Swan, Bella Swan/Anonymous","Bella Swan, Original Male Character(s), Mike Newton, Eric Yorkie, Angela Weber, Jessica Stanley, Lauren Mallory, Tyler Crowley, Jacob Black","Sex, Underage Sex, Mildly Dubious Consent, Hallucinations, References to Depression, Out of Character Bella Swan, Sad Bella Swan, Other Additional Tags to Be Added, Tags May Change, Tags Contain Spoilers, Explicit Sexual Content, Explicit Language, Porn, Obsessive Behavior, Bad Decisions, Semi-Public Sex, Public Masturbation, Masturbation, blowjob, Sexual Coercion, Anonymous Sex, Rape/Non-con Elements, Dubious Consent, Extremely Dubious Consent",English,2019-12-03,Updated,2020-07-31,12047,8/?,34,282,28,40726
25639096,Royal Heart,Mature,F/M,Twilight Saga,,,"Romance, Sex, Rough Sex, Love, Killing, Blood, Gore, Werewolf, vampire, Supernatural - Freeform, Action",English,2020-08-01,Updated,2020-07-31,6421,2/?,null,null,null,4
25638949,Imprint Tensions,Mature,F/M,Twilight Saga,,,"Romance, Drama, Action, Adventure, Werewolf, vampire, Sex, Rough Sex, Vaginal Sex, Pregnancy",English,2020-08-01,Updated,2020-08-01,9490,4/?,null,null,null,23
25636966,Her warrior,Mature,"F/F, Multi, Other",Twilight Series - Stephenie Meyer,Leah Clearwater/Original character Bella Swan / Edward Cullen Jasper hale/ Alice cullen,"Maruki Takuto, Bella Swan, Leah Clearwater, Edward Cullen, etc - Character",,English,2020-07-31,Updated,2020-07-31,1339,1/?,null,1,null,14
25418209,deliberations on the theme of you,Not Rated,"F/F, F/M","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Edward Cullen/Bella Swan, Jacob Black/Bella Swan, Sue Clearwater/Charlie Swan, Leah Clearwater/Original Female Character(s), Jessica Stanley/Angela Weber","Bella Swan, Edward Cullen, Jacob Black, Charlie Swan, Quil Ateara V, Paul Lahote, Sam Uley, Emily Young (Twilight), Leah Clearwater, Seth Clearwater, Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale","listen this is dumb and i will make no apologies, but basically: heres a retelling of twilight from new moon onward, twilight but:, jacob imprints on bella, bella reads a self help book, bella goes to therapy, charlie wises up and tries to shoot bellas ex boyfriend, this is either going to be way too long or ill never actually finish it, i am regressing to my middle school self and thats totally FINE, Alternate Universe - Canon Divergence, Slow Burn, Hurt/Comfort, References to Depression, Panic Attacks, Mutual Pining, Misunderstandings, Sharing a Bed, Motorcycles, Soul Bond, Soulmates, but these idiots share two brain cells and cant figure it out",English,2020-07-21,Updated,2020-07-31,7733,2/10,26,37,8,346
13114329,No Stone Left Unturned,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",,"Jasper Hale, Rosalie Hale, Original Characters","Female Friendship, Mystery, Murder Mystery, Haunted Houses, vampire, Detective, Supernatural - Freeform",English,2017-12-23,Updated,2020-07-31,188491,38/?,88,69,26,1124
25634743,Killing Queen,Explicit,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Carlisle Cullen/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Edward Cullen/Esme Cullen","Bella Swan, Carlisle Cullen, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale, Edward Cullen, Esme Cullen, Charlie Swan, Jacob Black, Angela Weber, Jessica Stanley, Mike Newton, The Volturi (Twilight)","Fluff, Vampires, Blood, Violence, Smut, Hurt, Angst, Romance, Dom/sub, Werewolves, High School",English,2020-07-31,Updated,2020-08-01,3220,1/?,1,22,5,411
18126440,Twilight in Forks,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight (Movies)","Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, James/Victoria (Twilight), Carlisle Cullen/Esme Cullen","Bella Swan, Edward Cullen, Jasper Hale, Alice Cullen, Carlisle Cullen, Esme Cullen, Emmett Cullen, Rosalie Hale, Jessica Stanley, Lauren Mallory, Mike Newton, Tyler Crowley, Charlie Swan, Renee Dwyer, Phil Dwyer, Victoria (Twilight), James (Twilight), Laurent (Twilight), Jacob Black, Eric Yorkie, Billy Black","Romance, Drama, Lemon",English,2019-03-16,Updated,2020-07-31,13565,3/?,3,3,1,302
25624024,Intoxicated,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan","introspective work, scene from differing POV, One Shot",English,2020-07-31,Completed,2020-07-31,419,1/1,1,4,2,75
25621909,Groceries,General Audiences,Gen,Twilight Series - All Media Types,Carlisle Cullen/Esme Cullen,Esme Cullen,"The other Cullens are mentioned, But this is all about Esme, Domestic, The adventures of being an immortal stay-at-home vampire mom",English,2020-07-31,Completed,2020-07-31,1256,1/1,12,24,1,184
25621351,Wilted Flower,Mature,F/M,Twilight Series - Stephenie Meyer,Jasper/ OC,"Jasper Hale, Original Character","Death, Dark, Suicide, Mentions of Cancer, Vampires, Romance, Triggers, Additional Warnings Apply",English,2020-07-31,Completed,2020-07-31,784,1/1,null,2,null,45
25617313,A Dance to Heal,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Emmett Cullen/Rosalie Hale, Edward Cullen/Bella Swan","Rosalie Hale, Emmett Cullen, Bella Swan, Edward Cullen","Fluff, Dancing, Slow Dancing, Hurt/Comfort, Emotional Hurt/Comfort, Post-Traumatic Stress Disorder - PTSD, Romance",English,2020-07-30,Completed,2020-07-30,2424,1/1,4,39,2,359
21101624,Little Swan,Not Rated,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer","Edward Cullen/Bella Swan, Embry Call/Original Female Character(s), Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","Edward Cullen, Bella Swan, Original Swan Character(s) (Twilight), Jasper Hale, Alice Cullen, Rosalie Hale, Embry Call, Carlisle Cullen, Emmett Cullen, Renesmee Cullen, Esme Cullen, Jacob Black, Paul Lahote, Sam Uley, Emily Young (Twilight), Sam Uley's Pack (Twilight), Jacob Black's Pack (Twilight)","Cross-Posted on Wattpad, Human Bella Swan, Volturi, Wolf Pack, How Do I Tag, Vampires, Half-Vampires, Werewolves, Shapeshifting, Supernatural Elements",English,2019-10-20,Updated,2020-07-30,22865,16/?,null,15,7,1043
25610932,Tale of Years: 2003,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,"Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Alice Cullen/Jasper Hale","Edward Cullen, Carlisle Cullen, Esme Cullen, Emmett Cullen, Rosalie Hale, Alice Cullen, Jasper Hale, Jessica Stanley","Prequel, Canon, gapfiller",English,2020-07-30,Updated,2020-07-30,24440,5/?,10,17,null,389
25599958,the bible didn't mention us (not even once),Not Rated,Other,Twilight Series - All Media Types,Carlisle Cullen/Bella Swan,"Bella Swan, Carlisle Cullen, Original Characters, Jimmy Hoffa","Dance Off, mentions of vague times between world wars, references to The Proud Family Movie, listen yall i wrote this at the beginning of ms rona as a writing exercise, this is my brains call for help, it's been in my drafts for so long and i think it's cursing my laptop so i gotta purge it, there is not a serious sentence written in this thing, Fake/Pretend Relationship",English,2020-07-30,Completed,2020-07-30,1142,1/1,4,5,null,258
24386968,Flying in Reverse,Teen And Up Audiences,F/M,Twilight Series - All Media Types,"Carlisle Cullen/Original Character(s), Charlie Swan & Original Female Character(s), Regular pairings - eventually","Carlisle Cullen, Charlie Swan, Original Swan Character(s) (Twilight), Bella Swan","Romance, Humor, Fluff, Angst, Other Additional Tags to Be Added",English,2020-05-26,Updated,2020-07-30,20198,8/?,15,33,7,668
25603243,The Bear,Teen And Up Audiences,M/M,Twilight Series - All Media Types,Edward Cullen/Emmett Cullen,"Edward Cullen, Emmett Cullen",Animal Death,English,2020-07-30,Completed,2020-07-30,382,1/1,null,2,null,114
19006894,Advanced Pawn,Not Rated,"F/F, Gen, M/M","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Jasper Hale/Marcus (Twilight), Alice Cullen/Bella Swan, Leah Clearwater/Rosalie Hale, Emmett Cullen/Paul Lahote, Edward Cullen/Garrett, Carlisle Cullen/Esme Cullen, Jasper Hale & Maria, Jasper Hale & The Cullens","Jasper Hale, Marcus (Twilight), Felix (Twilight), Demetri (Twilight), Jane (Twilight), Alec (Twilight), Aro (Twilight), Caius (Twilight), Maria (Twilight), Alice Cullen, Bella Swan, Rosalie Hale, Leah Clearwater, Emmett Cullen","Angst, Kidnapping, i guess, Betrayal, Slow Burn, Enemies to Friends, Enemies to Friends to Lovers, Emotional Manipulation, Fluff, Family Fluff, Post-Canon, Jasper Joins the Volturi, Extremely rare pair, Rare Pairings",English,2019-05-28,Updated,2020-07-29,4516,6/?,5,27,8,635
25293085,When You Love Someone,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Alec/Bella Swan, Edward Cullen/Original Female Character(s), Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen","Bella Swan, Alec (Twilight), Didyme (Twilight), Marcus (Twilight), Edward Cullen, Carlisle Cullen, Aro (Twilight), Caius (Twilight), Chelsea (Twilight), Vladimir (Twilight), Stefan (Twilight), Demetri (Twilight), Felix (Twilight), Alice Cullen, Jasper Hale, Jacob Black","Eventual Romance, Hurt/Comfort, Emotional Baggage, Murder Mystery, Slow Build, Friendship, Bella Swan with a Backbone, Strong Female Characters",English,2020-07-15,Updated,2020-07-29,19751,6/?,null,11,3,276
25377124,Casual Vacancy,Mature,"F/M, M/M, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Aro/Caius/Marcus/Bella Swan, Aro/Bella Swan, Marcus/Bella Swan, Caius/Bella Swan","Aro (Twilight), Marcus (Twilight), Caius (Twilight), Bella Swan, Alice Cullen, The Volturi (Twilight)","Romance, Alternate Universe - Roommates/Housemates, Roommates, Enemies to Friends to Lovers, Polyamory, Imagine Bella Swan as a broke grad student, and the Volturi kings as rich insufferable housemates, and that's how the story goes",English,2020-07-19,Updated,2020-07-28,5629,2/6,14,43,9,528
24305119,The Volturi Queens,Not Rated,F/F,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Athenodora/Didyme/Sulpicia/Bella Swan,"Bella Swan, Sulpicia (Twilight), Athenodora (Twilight), Didyme (Twilight), Edward Cullen, Alice Cullen","True Mates, Mate bonds",English,2020-05-21,Updated,2020-07-28,12927,3/?,5,71,14,1034
25560082,Sleepy,Not Rated,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Domestic Fluff, Tooth-Rotting Fluff, Developing Relationship",English,2020-07-27,Completed,2020-07-27,973,1/1,3,33,6,457
25559920,Memories,Not Rated,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,"Post-Canon, Sweet",English,2020-07-27,Completed,2020-07-27,1138,1/1,null,24,3,245
25555993,The Difference,Teen And Up Audiences,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Edward Cullen/Bella Swan,"Bella Swan, Edward Cullen, Charlie Swan",,English,2020-07-27,Completed,2020-07-27,1809,1/1,1,3,1,65
15976547,Rebirth and Affliction: Eclipse Reimagined,Teen And Up Audiences,F/M,Twilight Series - All Media Types,"Edythe Cullen & Beau Swan, Archie Cullen/Jessamine Hale, Eleanor Cullen/Royal Hale, Carine Cullen/Earnest Cullen, Bonnie Black/Charlie Swan","Edythe Cullen, Beau Swan, Julie Black, Archie Cullen, Jessamine Hale, Royal Hale, Earnest Cullen, Carine Cullen, Eleanor Cullen, Bonnie Black, Charlie Swan, Allen Weber, McKayla Newton, Jeremy Stanley, Victor (Twilight), Newborn Army, Quilette Shifters, The Volturi (Twilight)","Drama, Fantasy, Romance, Angst, Family",English,2018-09-13,Updated,2020-07-27,72767,21/30,2,25,4,746
25553977,He Drives Like Crazy,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan","One Shot, Attempt at Humor",English,2020-07-27,Completed,2020-07-27,267,1/1,null,14,2,221
25316464,We spell cast at dawn's breaking,Explicit,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer",Aro (Twilight)/Original Female Character(s),"Aro (Twilight), Edward Cullen, Bella Swan, Alice Cullen, Carlisle Cullen, Emmett Cullen, Marcus (Twilight), Caius (Twilight), Didyme (Twilight), Athenadora (Twilight), Esme Cullen, Original Swan Character(s) (Twilight)",Crossover,English,2020-07-16,Updated,2020-07-27,5216,2/?,7,34,8,514
23727469,Phoenix,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight (Movies)",Emmett Cullen/Original Female Character(s),"Emmett Cullen, Bella Swan, Edward Cullen, Carlisle Cullen, Esme Cullen, Charlie Swan, Veronica Swan, Rosalie Hale, Damon Cullen, Jessica Stanley, Eric Yorkie, Angela Weber, Mike Newton",,English,2020-04-19,Updated,2020-07-27,14069,12/?,null,14,6,603
25542010,Marvellous,General Audiences,Gen,Twilight Series - All Media Types,Jacob Black & Renesmee Cullen,"Jacob Black, Renesmee Cullen, Seth Clearwater","Five Plus One, Fluff, Travel, Trolling, Roller Coasters",English,2020-07-27,Completed,2020-07-27,1725,1/1,2,9,null,61
25121296,Rogue,Teen And Up Audiences,F/M,Twilight Series - All Media Types,Jasper Hale/Original Female Character(s),,,English,2020-07-07,Updated,2020-07-27,8924,3/?,null,8,1,284
25536877,A Decision,Not Rated,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,,,English,2020-07-26,Completed,2020-07-26,614,1/1,null,10,null,162
25535848,What's in a name?,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight (Movies), Twilight Series - All Media Types",Aro/Bella Swan,"Aro (Twilight), Bella Swan, The Volturi (Twilight)","Alternate Universe, Alternate Universe - Canon Divergence, Edward Cullen Being An Asshole",English,2020-07-26,Updated,2020-07-26,3146,2/?,5,35,11,374
25535680,Rainy Girl,Teen And Up Audiences,F/M,Twilight Series - All Media Types,Paul Lahote/Original Female Character(s),"Paul Lahote, Bella Swan, Jacob Black, Embry Call, Quil Ateara V, Kim Connweller, Alice Cullen, Rosalie Hale","Slow Burn, Aged-Up Character(s), slight AU",English,2020-07-26,Updated,2020-07-26,10880,5/?,1,21,4,356
22175218,Sunlight Filtered Through Green Leaves,Teen And Up Audiences,M/M,Twilight Series - All Media Types,Edward Cullen/Beau Swan,"Beau Swan, Bella Swan, Edward Cullen, Jacob Black, Rosalie Hale, Alice Cullen, Jasper Hale, Emmett Cullen, Esme Cullen, Carlisle Cullen, Charlie Swan","gay twilight rewrite, but with a twist!, Homophobic Language, Vampires, Werewolves, Witches, developing magic systems",English,2020-01-08,Completed,2020-07-26,65112,26/26,132,146,33,3791
21376921,and you seem so bruised,Teen And Up Audiences,"Gen, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Alice Cullen & Bella Swan, Bella Swan & Charlie Swan, Bella Swan & Carlisle Cullen, Edward Cullen & Bella Swan, Emmett Cullen & Rosalie Hale, Emmet Cullen & Bella Swan, Rosalie Hale & Bella Swan, Jasper Hale & Bella Swan, Esme Cullen & Bella Swan","Bella Swan, Cullen Family, Charlie Swan, Billy Black, Jacob Black","Emotional Hurt/Comfort, Family Dynamics, 90s References, Gun Violence, teach y'all kids gun safety, Self-Harm, Self-Hatred, pre-pubescent angst, Angst and Humor, Panic Attacks",English,2019-11-10,Updated,2020-07-26,17470,5/?,70,169,52,1363
25530850,my teeth are smooth and one day will be yellow,Teen And Up Audiences,,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Alice Cullen, Bella Swan","Complete, Prequel, Pining",English,2020-07-26,Completed,2020-07-26,2930,1/1,4,10,1,162
17815967,In The Land Of Gods And Monsters,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight (Movies), Twilight Series - All Media Types","Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Esme Cullen/Charles Evenson, Carlisle Cullen/Kate (Twilight), Renee Dwyer/Charlie Swan, Harry Clearwater/Sue Clearwater, Tanya/Irina","Esme Cullen, Carlisle Cullen, Emmett Cullen, Rosalie Hale, Edward Cullen, Bella Swan, Alice Cullen, Jasper Hale, Charlie Swan, Charles Evenson, Renee Dwyer, Billy Black, Some peripheral OCs, Kate (Twilight), Harry Clearwater, Sue Clearwater, Jacob Black, Sam Uley, Original Dog Character ;), Embry Call, Quil Ateara V, Angela Weber, Aro (Twilight), Jane (Twilight), Alec (Twilight), Felix (Twilight), Demetri (Twilight), Caius (Twilight), Marcus (Twilight), Tanya (Twilight), Irina (Twilight)","Dark Romance, Human/Vampire Relationship, suicide references, Reference to serious domestic violence, Stalking, Bloodlust, Fun family scenes, Blood singer, And it's downhill from that realisation, Gothic horror vibe, Some fluff and cute couple moments, It's not all dark :), All vampires have extra abilities, Hunter's obsession, Carlisle's ability is pretty dark, Reincarnation, Family Curses, Witchcraft, Paranoia (on many counts), the Cullen kids need a mom. Desperately, the family is out of control, Greek Mythology - Freeform, Mega Carlisle angst, a little Penny Dreadful-esque, Lana Del Rey songfic, Human Esme/vampire Carlisle, Some Humor, Characters with mental health problems - possible triggers (sorry)",English,2019-02-16,Updated,2020-07-26,98565,39/50,47,147,21,2068
25526455,Midnight Sun A Magicians Anecdote,Teen And Up Audiences,,"Twilight Series - Stephenie Meyer, Twilight (Movies)",,"Edward Cullen, Bella Swan, Alice Cullen, Jasper Hale, Emmett Cullen, Jacob Black","twilight - Freeform, Edward is basically that snail meme, Alternate Universe - Normal High School, I don't want to ruin it but, Edward Cullen is a magician, Just Friends, Crack, Comedy, ? - Freeform, good ol fashioned crack, no vampires here, Forks High School (Twilight)",English,2020-07-26,Completed,2020-07-26,2223,1/1,null,2,null,26
25525645,Bella Accidently Calls Esme Mom (Short Fic),Teen And Up Audiences,Other,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",,"Esme Cullen, Bella Swan","Found Family, mom friend",English,2020-07-26,Completed,2020-07-26,1175,1/1,1,7,null,104
24934837,Time Heals All,Not Rated,F/M,Twilight Series - All Media Types,"Paul Lahote/Original Female Character(s), Jacob Black/Original Female Character(s), Pack/Original Female Character(s)","Original Female Character(s), Bella Swan, Edward Cullen, Alice Cullen, Rosalie Hale, Jasper Hale, Emmett Cullen, Paul Lahote, Jacob Black, Leah Clearwater, Sam Uley, Emily Young (Twilight), Seth Clearwater, Quil Ateara V, Embry Call, Charlie Swan, The Volturi (Twilight)","Vampires, Wolf Pack, Wolves, Best Friends, Book: New Moon, Book: Eclipse, Book: Breaking Dawn",English,2020-06-26,Updated,2020-07-25,53709,23/?,null,41,14,1197
25499548,i'd be home with you.,Teen And Up Audiences,F/F,Twilight Series - All Media Types,Alice Cullen/Bella Swan,"Alice Cullen, Bella Swan, Charlie Swan, Renee Dwyer, Jacob Black, Minor Characters","Regent Era, Vampires, Jacob is a good friend",English,2020-07-25,Completed,2020-07-25,10914,2/2,6,70,6,1116
22652194,Aro's Choice - Book 1,Explicit,F/M,Twilight Series - All Media Types,Jasper Hale/Bella Swan,"Charlie Swan, Bella Swan, Jasper Hale, Edward Cullen, Jessica Stanley, Eric Yorkie, Mike Newton, Carlisle Cullen, Esme Cullen, Rosalie Hale, Alice Cullen, Riley Biers, Aro (Twilight), Gianna (Twilight), Alec (Twilight), Jane (Twilight), Marcus (Twilight), Caius (Twilight), Jacob Black, Sam Uley, Emily Young (Twilight), Renee Dwyer, Phil Dwyer","Alternate Universe, Minor Violence, mentions of assault, Mention of Child Abuse, Post-Traumatic Stress Disorder - PTSD, Explicit Sexual Content, Heterosexual Sex, Oral Sex, Teen Pregnancy, mention of abortion",English,2020-02-10,Completed,2020-07-25,82972,29/29,66,214,83,9558
25035649,Being Sane in Insane Places,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale","Canon Backstory, Electroconvulsive Therapy, Non-Consensual Electroconvulsive Therapy, Prophetic Visions, Memory Loss, Cross-Posted on FanFiction.Net, Historical, insane asylum, Action/Adventure, Non-Graphic Violence",English,2020-07-18,Completed,2020-07-25,39257,15/15,8,15,1,427
25493119,"Cold Palms, Warm Words",General Audiences,Gen,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale, Reader","Reader-Insert, Age Regression/De-Aging, agere, Non-Sexual Age Play, We Need Better Regression Tags On Here, Regressor Reader, reader uses she/her pronouns, High School, Panic Attacks, Hurt/Comfort",English,2020-07-24,Completed,2020-07-24,2015,1/1,7,99,12,770
25488385,Wrath of the Sun,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,Jacob Black/Bella Swan,"Jacob Black, Bella Swan, Edward Cullen (mentioned)","Angst, Heartbreak, Unrequited Love, werewolf rage, Bitterness, Thunderstorms",English,2020-07-24,Completed,2020-07-24,1472,1/1,null,6,1,104
25486708,Story Ideas for the Future,General Audiences,,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Alice Cullen/Bella Swan,,,English,2020-07-24,Completed,2020-07-24,473,1/1,3,4,null,42
25479247,Inevitable,Teen And Up Audiences,"F/M, Other","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Carlisle Cullen/Esme Cullen, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Edward Cullen/Bella Swan, Carlisle Cullen & Original Female Character(s), Alice Cullen & Original Female Character(s), Jasper Hale & Original Female Character(s), Esme Cullen & Original Female Character(s), Emmett Cullen & Original Female Character(s), Jacob Black/Original Female Character(s)","Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Edward Cullen, Bella Swan, Bryce Blaine (oc), Jacob Black, Seth Clearwater, Leah Clearwater","The Cullens Family, Family Bonding, One Big Family, bamf female character, death and other emo things, Ancestors, descendant, Edward Cullen Is A Little Shit, Bella Swan needs a wake up call instantly, Alice is a sweetheart and most be protected, Jasper is a darling who is the protector but that's not the point, tagging is fun, I Don't Even Know, What's Canon? We don't know her, what if, Alternate Universe - Canon Divergence",English,2020-07-24,Updated,2020-07-24,586,1/?,null,null,null,20
1712168,Into the Dark,Teen And Up Audiences,"F/M, Gen","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Edward Cullen/Rosalie Hale, Jacob Black/Leah Clearwater, Alice Cullen/Jasper Hale","Edward Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Jacob Black, Leah Clearwater","Alternate Universe, Het",English,2014-05-30,Updated,2020-07-23,4156,4/?,10,56,9,1576
25473274,Into The Wild,Mature,"F/M, Gen","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Seth Clearwater/Original Female Character(s), Leah Clearwater & Seth Clearwater, Seth Clearwater/Original Character(s), Seth Clearwater/You, Leah Clearwater & Original Female Character(s), Harry Clearwater/Sue Clearwater, Leah Clearwater & Sue Clearwater, Edward Cullen/Bella Swan, Jacob Black/Bella Swan","Seth Clearwater, Leah Clearwater, Sam Uley, Billy Black, Sue Clearwater, Harry Clearwater, Bella Swan, Edward Cullen, Carlisle Cullen, Esme Cullen, Rosalie Hale, Alice Cullen, Emmett Cullen, Jasper Hale","Alternate Universe - Canon Divergence, Alternate Universe, Alternate Universe - Soulmates, Alternate Universe - Historical, Historical, Historical Inaccuracy, Native American Character(s), Native American/First Nations Culture, Native American/First Nations Legends & Lore, Native American/First Nations History, Alternate Universe - Imprinting, Imprinting, Twilight Renaissance, Alternate Universe - Werewolf, Werewolf Courting, Alternate Universe - Shapeshifters, Shapeshifting, Romance, Drama, Drama & Romance, Angst and Fluff and Smut, Fluff and Hurt/Comfort, Eventual Smut",English,2020-07-23,Updated,2020-07-23,304,1/?,1,8,null,170
25115164,Pervicacious,General Audiences,F/M,Twilight Series - Stephenie Meyer,Jasper Hale/Original Female Character(s),"Jasper Hale, Bella Swan, Original Female Character(s) of Color, Original Female Character(s), Edward Cullen, Paul Lahote",,English,2020-07-06,Updated,2020-07-23,6539,3/?,4,29,7,699
13367040,Monsters & Mystics,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Edward Cullen/Original Female Character(s), Edward Cullen/Original Character(s), Original Character - Relationship","Original Characters, Cullen Family, Edward Cullen","Slow Build, Slow Burn, Slow To Update, Slow Romance, Supernatural Elements, Witches, Witchcraft, Family, Family Feels, Family Secrets, Family Drama, Drama & Romance, Drama, Action, I'm Bad At Tagging, Original Character-centric, References to Depression, Angst, Magic",English,2018-01-14,Updated,2020-07-23,135531,16/?,145,140,38,2788
22946416,Satellite,Mature,"F/M, M/M",Twilight Series - All Media Types,"Jacob Black/Original Male Character(s), Edward Cullen/Bella Swan","Original Male Character(s), Jacob Black, Bella Swan, Leah Clearwater, Quil Ateara V, Embry Call, Paul Lahote, Charlie Swan, Edward Cullen, Angela Weber, Jessica Stanley, Esme Cullen, Rosalie Hale, Emmett Cullen, Jasper Hale, Carlisle Cullen, Alice Cullen, Sam Uley, Emily Young (Twilight), Jared Cameron, Billy Black","Slow Burn, Series, Alternate Universe, Romance, Fluff, Angst, Fluff and Angst, brief recreational drug use, it's just weed calm down, Brief Underage Drinking, Alternate Universe - Twins, Hurt/Comfort, jacob black goes untouched by smeyer, and remains a sweetheart, Mutual Pining, Friends to Lovers, Lowkey PTSD, in multiple characters",English,2020-02-29,Updated,2020-07-23,40196,4/?,49,128,27,1406
25441528,Fate's Tale,Mature,"F/M, Other",Twilight Series - Stephenie Meyer,"Edward Cullen/Original Female Character(s), Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","Edward Cullen, Jasper Hale, Alice Cullen, Esme Cullen, Emmett Cullen, Rosalie Hale, Carlisle Cullen, Bella Swan, Jacob Black, Paul Lahote, Leah Clearwater, Seth Clearwater","Edward Cullen Needs a Hug, Protective Edward Cullen, Sweet Edward Cullen, Less Prudish Edward Cullen, Everyone Needs A Hug, Rosalie Hale needs a hug, Bella Swan could definitely do better than Edward and Jacob, Alice Cullen is L(oveable)ittle Shit, Emmett is Actually Very Smart but is Still kinda DuMB, tagging is fun, Alice is pansexual and that's on canon, Alice is Japanese-American and that's on canon, Alternate Universe - Canon Divergence, What-If, Best Friend Rosalie Hale, Best Friend Jasper Hale, The Hale Twins needs a Hug, The Hale Twins are more than just Pessimistic Hags, Edward is Less Creepy, Edward Cullen actually communicates with his words and not his actions???, BAMF Original Female Character, I love tagging",English,2020-07-22,Updated,2020-07-23,3858,3/?,3,20,9,368
25462837,A Body A Temple,Explicit,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Rosalie Hale, Jasper Hale, Alice Cullen, Esme Cullen, Carlisle Cullen, Emmett Cullen","Implied/Referenced Rape/Non-con, Prostitution, Implied/Referenced Underage Prostitution, right in the feels",English,2020-07-23,Completed,2020-07-23,1883,1/1,2,54,11,1017
